ClubDimKey,ClubTeamName,Sport,CompetitionLevel,SurfaceType
3694,Huesca Tennis Club,Tennis,Professional,Indoor Court
3695,Mohamedshire TC,Tennis,Amateur,Hard Court
3696,Córdoba Tennis Club,Tennis,Amateur,Hard Court
3697,Hannoversch Münden BC,Basketball,Amateur,Indoor Court
3698,Cáceres Boxing Club,Boxing,Amateur,Training Mat
3699,Kateside United,Football,Amateur,Artificial Turf
3700,Wernigerode Gym,Boxing,Amateur,Ring
3701,Ludwigsburg Rovers,Football,Amateur,Artificial Turf
3702,Nordhausen AC,Athletics,Amateur,Field
3703,Artern Athletic Club,Athletics,Professional,Track
3704,Hohenmölsen Gym,Boxing,Amateur,Gym Floor
3705,Thomasland Academy,Tennis,Professional,Clay
3706,New Joanna Gym,Boxing,Amateur,Gym Floor
3707,Chartier-sur-Poulain Athletic,Football,Amateur,Grass
3708,Lacombe-sur-Langlois Rovers,Football,Amateur,Artificial Turf
3709,Fosterberg Boxing Club,Boxing,Amateur,Ring
3710,Ollivier-les-Bains City,Football,Amateur,Indoor Court
3711,Oranienburg Stars,Basketball,Professional,Wooden Floor
3712,Sainte Marc-sur-Mer BC,Boxing,Professional,Ring
3713,Segovia Boxing Club,Boxing,Amateur,Ring
3714,Leifers Basketball Club,Basketball,Amateur,Outdoor Court
3715,Brilon Track Club,Athletics,Amateur,Indoor Track
3716,Sondershausen United,Football,Amateur,Grass
3717,Natalietown Boxing Club,Boxing,Amateur,Gym Floor
3718,Josephineburgh Athletic Club,Athletics,Professional,Indoor Track
3719,Fiumenero TC,Tennis,Amateur,Grass
3720,Ceuta Academy,Tennis,Amateur,Hard Court
3721,Sambuci Hoops,Basketball,Amateur,Wooden Floor
3722,Valencia Basketball Club,Basketball,Amateur,Outdoor Court
3723,Techer TC,Tennis,Amateur,Indoor Court
3724,Sainte Théodoredan BC,Basketball,Professional,Indoor Court
3725,East Neilshire Track Club,Athletics,Amateur,Track
3726,Delitzsch Rovers,Football,Amateur,Indoor Court
3727,Blondel Basketball Club,Basketball,Amateur,Indoor Court
3728,Meiningen City,Football,Amateur,Grass
3729,Reppia Boxing Club,Boxing,Amateur,Ring
3730,New Cameron TC,Tennis,Professional,Indoor Court
3731,Madrid Track Club,Athletics,Amateur,Field
3732,Huelva Athletic Club,Athletics,Professional,Road
3733,Valencia Athletic,Football,Amateur,Indoor Court
3734,Remedello Stars,Basketball,Amateur,Indoor Court
3735,Saint Michelle Gym,Boxing,Amateur,Training Mat
3736,Bad Langensalza Stars,Basketball,Amateur,Outdoor Court
3737,León Boxing Club,Boxing,Amateur,Ring
3738,Sorianello Academy,Tennis,Professional,Hard Court
3739,LemaîtreVille Athletic,Football,Amateur,Artificial Turf
3740,Valle Martella Tennis Club,Tennis,Professional,Indoor Court
3741,Albacete TC,Tennis,Amateur,Hard Court
3742,Rowleychester Track Club,Athletics,Amateur,Indoor Track
3743,Caldera' BC,Basketball,Professional,Indoor Court
3744,Mareson Athletic Club,Athletics,Amateur,Indoor Track
3745,Dupuis Basketball Club,Basketball,Professional,Indoor Court
3746,Toledo Athletic,Football,Professional,Grass
3747,Bad Kreuznach Academy,Tennis,Professional,Hard Court
3748,Bad Liebenwerda BC,Boxing,Amateur,Training Mat
3749,Roding Academy,Tennis,Amateur,Hard Court
3750,Rochlitz Athletic Club,Athletics,Amateur,Track
3751,Aschaffenburg Athletic Club,Athletics,Amateur,Indoor Track
3752,Casali Belforte AC,Athletics,Amateur,Road
3753,Perrot Track Club,Athletics,Amateur,Road
3754,Caprino Bergamasco Track Club,Athletics,Amateur,Road
3755,Höxter Academy,Tennis,Professional,Clay
3756,Maurice-sur-Gaillard Track Club,Athletics,Amateur,Road
3757,Nera Montoro AC,Athletics,Amateur,Indoor Track
3758,CarlierVille Gym,Boxing,Amateur,Gym Floor
3759,Carpentershire Athletic Club,Athletics,Amateur,Track
3760,Almería Hoops,Basketball,Amateur,Outdoor Court
3761,Brunel Hoops,Basketball,Professional,Indoor Court
3762,West Tom City,Football,Amateur,Artificial Turf
3763,Sylviaview TC,Tennis,Professional,Clay
3764,Ochsenfurt Gym,Boxing,Professional,Ring
3765,Meyer Athletic,Football,Amateur,Artificial Turf
3766,Lewisside Stars,Basketball,Amateur,Indoor Court
3767,Charpentier Hoops,Basketball,Amateur,Wooden Floor
3768,Perleberg Rovers,Football,Amateur,Indoor Court
3769,Karlsruhe BC,Boxing,Professional,Ring
3770,Sainte Sabine BC,Basketball,Amateur,Outdoor Court
3771,Salamanca TC,Tennis,Amateur,Clay
3772,Wittmund Track Club,Athletics,Professional,Field
3773,Paul BC,Boxing,Professional,Gym Floor
3774,Jeffreybury City,Football,Professional,Grass
3775,Huelva Hoops,Basketball,Amateur,Outdoor Court
3776,North Aaronville Boxing Club,Boxing,Amateur,Training Mat
3777,Toussaint-sur-Michel TC,Tennis,Amateur,Grass
3778,Saint Patrick Stars,Basketball,Amateur,Wooden Floor
3779,East Jamiebury United,Football,Amateur,Grass
3780,Saint AgatheVille TC,Tennis,Amateur,Clay
3781,Parchim Stars,Basketball,Amateur,Wooden Floor
3782,West Benjamin AC,Athletics,Professional,Road
3783,Flöha Hoops,Basketball,Amateur,Indoor Court
3784,Succhivo Hoops,Basketball,Amateur,Wooden Floor
3785,Schrobenhausen Gym,Boxing,Amateur,Training Mat
3786,Lugo City,Football,Amateur,Indoor Court
3787,Meiningen Athletic Club,Athletics,Amateur,Track
3788,Pira Maseda City,Football,Amateur,Indoor Court
3789,Cava BC,Basketball,Professional,Wooden Floor
3790,North Katie FC,Football,Professional,Artificial Turf
3791,Carrito Boxing Club,Boxing,Amateur,Training Mat
3792,Cianciana Athletic Club,Athletics,Amateur,Track
3793,Faggiano City,Football,Amateur,Artificial Turf
3794,East Leigh Rovers,Football,Professional,Indoor Court
3795,Perrierdan Rovers,Football,Amateur,Indoor Court
3796,Santa Cruz de Tenerife Athletic Club,Athletics,Amateur,Indoor Track
3797,Bad Langensalza Track Club,Athletics,Amateur,Road
3798,Hubert-la-Forêt Athletic,Football,Professional,Artificial Turf
3799,Melilla Academy,Tennis,Amateur,Hard Court
3800,Turnerport Basketball Club,Basketball,Professional,Indoor Court
3801,Zaragoza Hoops,Basketball,Amateur,Outdoor Court
3802,Merseburg Athletic,Football,Professional,Artificial Turf
3803,Borgovirgiliana Track Club,Athletics,Amateur,Road
3804,Corropoli Gym,Boxing,Amateur,Gym Floor
3805,Salamanca BC,Boxing,Amateur,Gym Floor
3806,Hildesheim Athletic,Football,Amateur,Indoor Court
3807,San Casciano Track Club,Athletics,Amateur,Indoor Track
3808,Huelva Tennis Club,Tennis,Amateur,Indoor Court
3809,Antoine United,Football,Professional,Grass
3810,Saint Philippe TC,Tennis,Amateur,Hard Court
3811,New Benjamin Rovers,Football,Professional,Grass
3812,Lake Chelsea Basketball Club,Basketball,Amateur,Outdoor Court
3813,Vernazza Athletic Club,Athletics,Amateur,Track
3814,Herford TC,Tennis,Amateur,Indoor Court
3815,Cerchiate TC,Tennis,Amateur,Hard Court
3816,Delahaye Athletic Club,Athletics,Amateur,Indoor Track
3817,Lemaître-la-Forêt Track Club,Athletics,Amateur,Road
3818,Pontevedra BC,Boxing,Amateur,Ring
3819,Avesa BC,Basketball,Amateur,Outdoor Court
3820,Gadebusch Track Club,Athletics,Amateur,Indoor Track
3821,Scurcola Marsicana AC,Athletics,Professional,Track
3822,Leccio AC,Athletics,Professional,Road
3823,Port Josephine City,Football,Amateur,Indoor Court
3824,Maury-sur-Diallo Tennis Club,Tennis,Amateur,Indoor Court
3825,Almería Track Club,Athletics,Amateur,Field
3826,Ingolstadt BC,Boxing,Professional,Training Mat
3827,Marshallshire Athletic Club,Athletics,Professional,Indoor Track
3828,Pontevedra Rovers,Football,Amateur,Artificial Turf
3829,South Leonshire TC,Tennis,Amateur,Clay
3830,Bützow Stars,Basketball,Amateur,Indoor Court
3831,Ravensburg Athletic,Football,Amateur,Indoor Court
3832,Borgoricco FC,Football,Amateur,Artificial Turf
3833,Reynaud United,Football,Professional,Grass
3834,North Dannymouth Tennis Club,Tennis,Amateur,Indoor Court
3835,Lombard AC,Athletics,Amateur,Field
3836,Port Lawrence Gym,Boxing,Professional,Ring
3837,Bersenbrück Hoops,Basketball,Amateur,Wooden Floor
3838,Bazin-sur-Moreno BC,Boxing,Professional,Gym Floor
3839,Ourense Boxing Club,Boxing,Amateur,Ring
3840,Suhl Athletic Club,Athletics,Professional,Indoor Track
3841,GuillonBourg City,Football,Amateur,Grass
3842,Cookeborough FC,Football,Amateur,Grass
3843,Brookstown BC,Boxing,Professional,Training Mat
3844,Schwabmünchen United,Football,Professional,Indoor Court
3845,Plauen TC,Tennis,Amateur,Clay
3846,Martinfurt Rovers,Football,Professional,Indoor Court
3847,Anklam Stars,Basketball,Amateur,Indoor Court
3848,Teruel Basketball Club,Basketball,Amateur,Indoor Court
3849,Cottanello BC,Basketball,Amateur,Indoor Court
3850,Didier Basketball Club,Basketball,Professional,Wooden Floor
3851,La Rioja Gym,Boxing,Professional,Gym Floor
3852,Ravensburg Track Club,Athletics,Amateur,Indoor Track
3853,Menard BC,Basketball,Amateur,Outdoor Court
3854,Saletta TC,Tennis,Amateur,Hard Court
3855,Lüneburg Track Club,Athletics,Amateur,Indoor Track
3856,Zisa Tennis Club,Tennis,Professional,Grass
3857,Saint Jacqueline-sur-Mer FC,Football,Professional,Grass
3858,San Giuliano A Mare Academy,Tennis,Professional,Clay
3859,Perez-la-Forêt Hoops,Basketball,Amateur,Indoor Court
3860,Huelva AC,Athletics,Amateur,Road
3861,Steinfurt BC,Boxing,Amateur,Gym Floor
3862,Henry-la-Forêt Academy,Tennis,Amateur,Indoor Court
3863,Limina Athletic Club,Athletics,Amateur,Road
3864,Lobenstein AC,Athletics,Amateur,Field
3865,MilletBourg Tennis Club,Tennis,Professional,Hard Court
3866,Le Roux-sur-Blondel BC,Boxing,Amateur,Gym Floor
3867,Valderice Athletic Club,Athletics,Amateur,Track
3868,Saint Eugène City,Football,Amateur,Artificial Turf
3869,Busca Boxing Club,Boxing,Professional,Training Mat
3870,Brooksberg Rovers,Football,Professional,Artificial Turf
3871,Bad Mergentheim Tennis Club,Tennis,Professional,Clay
3872,Teruel Hoops,Basketball,Amateur,Outdoor Court
3873,South Sophieville TC,Tennis,Amateur,Grass
3874,Madrid Hoops,Basketball,Amateur,Indoor Court
3875,South Adrian BC,Basketball,Professional,Wooden Floor
3876,Navarra TC,Tennis,Professional,Indoor Court
3877,Delahaye Basketball Club,Basketball,Professional,Outdoor Court
3878,Lugo FC,Football,Amateur,Grass
3879,Salamanca AC,Athletics,Amateur,Road
3880,East Trevor Track Club,Athletics,Amateur,Field
3881,Lake Alisonland United,Football,Amateur,Indoor Court
3882,Haldensleben Tennis Club,Tennis,Professional,Hard Court
3883,Sigmaringen Athletic,Football,Amateur,Indoor Court
3884,Zibido San Giacomo TC,Tennis,Amateur,Hard Court
3885,Briga Alta AC,Athletics,Professional,Road
3886,Ansbach FC,Football,Amateur,Artificial Turf
3887,Colas BC,Boxing,Professional,Gym Floor
3888,Bautzen Athletic,Football,Amateur,Grass
3889,Bad Kreuznach Athletic Club,Athletics,Amateur,Track
3890,Mittweida Tennis Club,Tennis,Amateur,Hard Court
3891,Darrenmouth Track Club,Athletics,Amateur,Road
3892,Diallo Academy,Tennis,Amateur,Grass
3893,Moers Rovers,Football,Amateur,Indoor Court
3894,Lake Marcfurt Track Club,Athletics,Professional,Road
3895,Garmisch-Partenkirchen Athletic,Football,Amateur,Grass
3896,Alisontown Tennis Club,Tennis,Professional,Grass
3897,Sagliano Micca Academy,Tennis,Amateur,Clay
3898,León Athletic Club,Athletics,Amateur,Indoor Track
3899,Botticino Sera AC,Athletics,Amateur,Field
3900,Wurzen Gym,Boxing,Amateur,Training Mat
3901,Saint Olivier-la-Forêt Tennis Club,Tennis,Amateur,Grass
3902,Zamora Athletic Club,Athletics,Professional,Field
3903,Larido Hoops,Basketball,Professional,Outdoor Court
3904,Barcelona Academy,Tennis,Amateur,Hard Court
3905,Soria BC,Boxing,Amateur,Training Mat
3906,Baleares BC,Boxing,Amateur,Gym Floor
3907,Diepholz Hoops,Basketball,Amateur,Indoor Court
3908,Ollivier Academy,Tennis,Amateur,Hard Court
3909,Port Stephenhaven Hoops,Basketball,Professional,Indoor Court
3910,East George Gym,Boxing,Amateur,Ring
3911,Wolgast Tennis Club,Tennis,Amateur,Clay
3912,Port Jenna TC,Tennis,Professional,Clay
3913,Rutino TC,Tennis,Amateur,Clay
3914,Valsinni Tennis Club,Tennis,Professional,Clay
3915,Evansfurt Athletic Club,Athletics,Amateur,Field
3916,Vigarano Mainarda Rovers,Football,Professional,Indoor Court
3917,Badajoz Athletic Club,Athletics,Professional,Road
3918,Ourense BC,Boxing,Amateur,Training Mat
3919,Bourgeois Athletic Club,Athletics,Amateur,Track
3920,Bad Kreuznach Boxing Club,Boxing,Amateur,Gym Floor
3921,Huelva Athletic,Football,Professional,Grass
3922,Barbiernec Rovers,Football,Amateur,Grass
3923,Auerbach Track Club,Athletics,Amateur,Road
3924,Saint Margot-les-Bains City,Football,Amateur,Grass
3925,West Alexandraport Hoops,Basketball,Professional,Outdoor Court
3926,Hamburg BC,Basketball,Professional,Outdoor Court
3927,Val Della Torre Hoops,Basketball,Amateur,Wooden Floor
3928,Port Matthew Rovers,Football,Amateur,Grass
3929,Saint Anouk BC,Basketball,Professional,Indoor Court
3930,Lake Derekmouth Hoops,Basketball,Professional,Outdoor Court
3931,Eberswalde Gym,Boxing,Professional,Gym Floor
3932,Bitterfeld Athletic,Football,Amateur,Indoor Court
3933,De Sousa-la-Forêt Rovers,Football,Professional,Artificial Turf
3934,Görlitz Academy,Tennis,Professional,Clay
3935,Meransen Track Club,Athletics,Professional,Track
3936,Lesleyton United,Football,Amateur,Artificial Turf
3937,Rostock Gym,Boxing,Amateur,Ring
3938,Belzig Stars,Basketball,Amateur,Outdoor Court
3939,Avane AC,Athletics,Professional,Road
3940,Marktheidenfeld Athletic Club,Athletics,Amateur,Road
3941,Dupuy-sur-Mer Boxing Club,Boxing,Amateur,Training Mat
3942,Lugo United,Football,Professional,Artificial Turf
3943,Lugo City,Football,Professional,Artificial Turf
3944,South Johnhaven AC,Athletics,Amateur,Track
3945,Sulzbach-Rosenberg AC,Athletics,Amateur,Road
3946,Pramaggiore Blessaglia Stars,Basketball,Amateur,Wooden Floor
3947,Giraud BC,Basketball,Amateur,Wooden Floor
3948,Hannoversch Münden FC,Football,Amateur,Artificial Turf
3949,Port Victorstad Tennis Club,Tennis,Professional,Clay
3950,Barcelona Basketball Club,Basketball,Amateur,Wooden Floor
3951,Mainburg Tennis Club,Tennis,Amateur,Indoor Court
3952,Salamanca AC,Athletics,Amateur,Field
3953,South Dale BC,Boxing,Amateur,Ring
3954,North Lawrence AC,Athletics,Amateur,Track
3955,RibeiroVille Gym,Boxing,Amateur,Gym Floor
3956,Boscoreale AC,Athletics,Amateur,Field
3957,West Kim Tennis Club,Tennis,Professional,Clay
3958,Cottbus Rovers,Football,Amateur,Indoor Court
3959,Boyer TC,Tennis,Amateur,Indoor Court
3960,Lake Karen Gym,Boxing,Amateur,Gym Floor
3961,Lake Shirley BC,Basketball,Professional,Outdoor Court
3962,Fernandez Athletic Club,Athletics,Amateur,Indoor Track
3963,Dont Hoops,Basketball,Professional,Indoor Court
3964,Apolda BC,Basketball,Amateur,Indoor Court
3965,Jaén Academy,Tennis,Professional,Indoor Court
3966,Martins Stars,Basketball,Amateur,Indoor Court
3967,Segovia TC,Tennis,Amateur,Grass
3968,Forst BC,Boxing,Amateur,Gym Floor
3969,Kulmbach TC,Tennis,Professional,Clay
3970,Cohennec BC,Boxing,Amateur,Gym Floor
3971,Daviestown City,Football,Amateur,Grass
3972,Torello Basketball Club,Basketball,Amateur,Outdoor Court
3973,Neu-Ulm Track Club,Athletics,Professional,Indoor Track
3974,West Gemmaland AC,Athletics,Amateur,Indoor Track
3975,Baleares Gym,Boxing,Professional,Gym Floor
3976,Bremen Academy,Tennis,Professional,Hard Court
3977,Fantauzzi Academy,Tennis,Amateur,Grass
3978,Mirano AC,Athletics,Professional,Track
3979,Manciano AC,Athletics,Amateur,Track
3980,Tarragona AC,Athletics,Amateur,Road
3981,Toledo Boxing Club,Boxing,Amateur,Training Mat
3982,Marchalnec Tennis Club,Tennis,Professional,Grass
3983,Rosemaryport United,Football,Professional,Indoor Court
3984,Naila Rovers,Football,Amateur,Indoor Court
3985,Pottiernec AC,Athletics,Amateur,Indoor Track
3986,MaréchalVille TC,Tennis,Amateur,Grass
3987,Casteldarne Tennis Club,Tennis,Professional,Clay
3988,Bischofswerda Track Club,Athletics,Amateur,Field
3989,Scheinfeld Track Club,Athletics,Amateur,Indoor Track
3990,Wilsonton Athletic Club,Athletics,Professional,Field
3991,Baleares BC,Boxing,Professional,Training Mat
3992,Tarragona Tennis Club,Tennis,Amateur,Clay
3993,Sevilla Gym,Boxing,Amateur,Gym Floor
3994,Granada Academy,Tennis,Amateur,Hard Court
3995,East Oliviafurt Athletic,Football,Amateur,Artificial Turf
3996,Lemaire-sur-Caron Athletic,Football,Professional,Artificial Turf
3997,Burgos Tennis Club,Tennis,Professional,Clay
3998,East Gordonfurt Athletic Club,Athletics,Amateur,Field
3999,Teruel Gym,Boxing,Professional,Ring
4000,Uelzen AC,Athletics,Amateur,Road
4001,Justinland United,Football,Professional,Grass
4002,Herford AC,Athletics,Amateur,Field
4003,Miesbach Academy,Tennis,Amateur,Hard Court
4004,Montefusco TC,Tennis,Professional,Grass
4005,Grevesmühlen Tennis Club,Tennis,Amateur,Indoor Court
4006,Burgdorf Track Club,Athletics,Amateur,Road
4007,Donnafort City,Football,Amateur,Indoor Court
4008,Guillou Stars,Basketball,Amateur,Outdoor Court
4009,Chevallier Gym,Boxing,Amateur,Gym Floor
4010,Petershire TC,Tennis,Amateur,Clay
4011,Valencia Basketball Club,Basketball,Amateur,Wooden Floor
4012,Cookside Basketball Club,Basketball,Amateur,Wooden Floor
4013,Marchesa FC,Football,Amateur,Grass
4014,Mühldorf am Inn City,Football,Professional,Indoor Court
4015,Carlier BC,Boxing,Professional,Ring
4016,Barnesfort Track Club,Athletics,Professional,Field
4017,Sevilla Stars,Basketball,Professional,Indoor Court
4018,South Bethstad AC,Athletics,Professional,Track
4019,Baleares Hoops,Basketball,Amateur,Wooden Floor
4020,Marion-sur-Rousseau BC,Basketball,Amateur,Indoor Court
4021,Córdoba Boxing Club,Boxing,Amateur,Gym Floor
4022,León Hoops,Basketball,Amateur,Outdoor Court
4023,Barcelona BC,Basketball,Amateur,Wooden Floor
4024,Da SilvaBourg Rovers,Football,Professional,Indoor Court
4025,Soria BC,Boxing,Amateur,Ring
4026,Costa BC,Boxing,Professional,Gym Floor
4027,Port Mary Stars,Basketball,Amateur,Outdoor Court
4028,Pozzuolo Martesana Athletic Club,Athletics,Professional,Track
4029,León Boxing Club,Boxing,Professional,Gym Floor
4030,Ávila Tennis Club,Tennis,Professional,Grass
4031,Guipúzcoa Tennis Club,Tennis,Amateur,Hard Court
4032,Auerbach Academy,Tennis,Amateur,Indoor Court
4033,Case Del Conte Athletic Club,Athletics,Amateur,Field
4034,Piepasso Tennis Club,Tennis,Amateur,Indoor Court
4035,South Catherine Athletic Club,Athletics,Professional,Field
4036,Biedenkopf Track Club,Athletics,Amateur,Road
4037,Saint Adèle-la-Forêt Basketball Club,Basketball,Amateur,Outdoor Court
4038,Badibling Boxing Club,Boxing,Amateur,Training Mat
4039,San Giorgio Ionico Gym,Boxing,Professional,Gym Floor
4040,Lake Tony Rovers,Football,Amateur,Indoor Court
4041,South Mollyburgh Stars,Basketball,Amateur,Indoor Court
4042,Sarro Academy,Tennis,Amateur,Hard Court
4043,Bischofswerda BC,Basketball,Professional,Outdoor Court
4044,Lichtenfels Stars,Basketball,Professional,Outdoor Court
4045,HumbertBourg Hoops,Basketball,Amateur,Outdoor Court
4046,Borrello Athletic,Football,Professional,Indoor Court
4047,Lleida BC,Boxing,Amateur,Training Mat
4048,Christineburgh Boxing Club,Boxing,Amateur,Ring
4049,Saint Jules-sur-Mer Hoops,Basketball,Amateur,Outdoor Court
4050,Susanhaven United,Football,Amateur,Artificial Turf
4051,Cantalice United,Football,Professional,Indoor Court
4052,Prazzo United,Football,Professional,Artificial Turf
